,Title,Year,Genre,Director,Cast,Movie_id,cast_no,poster_url
520,Markyu,2019,Drama,Dinesh Gurung,"Akash Gurung, Kamal Gurung, Khusi Maya Gurung, Rabin Gurung",/title/tt10548758/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLi8ytRmQQYVxSNC_GD_imwaj5bo-grFtXrLjpunXoFWzfkfOKp5_BxtrjthA&s
521,Tulashi,2019,Drama,Shankar Ghimire,"Bimles Adhikari, Richa Ghimire, Aayush Rijal",/title/tt10930058/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRq7GST4qdrwYvvxvUY2YcG7j1O_Mybf-Mu1s0e4YGzhUJ1vLFAJRVZzLg7qYA&s
522,Premleela,2019,Romance,Janak Pandey,"Dipshikha Khadka, Mausam Khadka, Ali Khan",/title/tt9631938/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_2tA9nXcwl0VdyVK1MrCabeRVmIlvjFhpBckgR6-rUCRx9e8v62uhswEYJA&s
523,Mle Kyu,2019,"Comedy, Drama",Jassu Gurung,"Maotse Gurung, Riya Gurung, Yenserj Gurung, Bir Maya Gurung",/title/tt10037834/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRaWbSsRuhK3byO5moPGZpcccqHJ0RPhF-tjMN8IShXohp1Rot1JYxO4fZ0z3s&s
524,Ainaa Jhyal Ko Putali,2020,Drama,Sujit Bidari,"Kanchan Chimariya, Dinesh Khatri, Siru Bista, Bisha Chamling Rai",/title/tt9623736/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRGC2JhGK1N1OmEm-rXpUUv-GfoXzK6lJPPZ1HRQGZoX3gyxWEMpO_GzkfTEBM&s
525,Senti Virus,2020,Drama,Ram Babu Gurung,"Sandip Chhetri, Narendra Singh Dhami, Kunjana Ghimire, Sitaram Kattel",/title/tt12321124/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSturMKvV0ukShOlxJ3gBhw8VZLftapLxK9jipXEbfBNggfP6CtX6-1fw4199o&s
526,Halkara,2020,Drama,Bikram Sapkota,"Mahesh Tripathi, Binita Thapa Magar, Umesh Tamang, Pashupati Rai",/title/tt10533360/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgJ7joLob7rt68XN_LQo4Q6YEOtjwlsEXpxYtBVuJom3N9q1O-_4imgoazMg&s
528,Come and Go,2020,Drama,Kah-Wai Lim,"J.C. Chee, Seiji Chihara, Mousam Gurung, Jakujaku Katsura",/title/tt15106298/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuZhd5HNcYAgSHjVA_truZl1gH7i1-NaTwZeTJvJeu6dPS4adOduzxmGKZIwM&s
529,Love Diaries,2020,"Comedy, Romance",Saurav Chaudhary,"Bishwojit Rimal, Sushil Shrestha, Rubeena Thapa",/title/tt11724834/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTfuOIQO_PtHevZARpysraIqETsVYWHYiUaZYWDp3fjL6YlBNdJXOo5tixECg&s
530,Fichyo,2020,Drama,Bikash Ghale Gurung,"Kashi Ghale -Indra, Beeshwas Gurung, Beshwas Gurung, Kalyan Magar",/title/tt17499240/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2XkAF5I21J1SrUIJeT5xJ3MNLJdd3S9MdHNbc7O_Y4dPpRhPCI1lzmIDfIQg&s
532,Selfie King,2020,Drama,Bishal Sapkota,"Bipin Karki, Laxmi Bardewa, Abhay Baral, Jiban Bhattarai",/title/tt10935014/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShwH-bA3jJ0_eBHwglXRSDYIzH_DPhglOMqLhdLCBylhRD24mXw27IIEnZjw&s
533,Mango Pickle,2020,"Crime, Drama, Thriller",Ian Scott Clement,"Bisan Shrestha, Ashok Rijal, Yog Raj Pandey, Sarita Giri",/title/tt2714308/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTh4SF7mNq_SqgnLYkk-k6v-A_LJFOqmx3GrGhICOuguhxnW7FNnsBHg42ng&s
534,Shirsuba[2020],2020,Drama,Maotse Gurung,"Sumit Grg, Aitaram Gurung, Beeshwas Gurung, Dhan Bahadur Gurung",/title/tt16677274/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcREHY6MeX8-7lF8jiVQRQy2s8L2h4DRZ2Aojcd5xtG778j5lmrtiBmcEkF9tLM&s
535,Jeeudo,2020,"Drama, Romance",Aalmist Subba,"Prashant Baraili, Davina, Pranisha Gahatraj, Pujan Ghishing",/title/tt11976170/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbMzIcXcNPyO3gyrtYzwogqkwBCrC7XzeTpYsH_9cIMoEMhCtZtK8OoaCYI34&s
536,Bhumari,2020,Drama,Yogesh Ghimire,"Kushal Thapa, Rejina Uprety",/title/tt18304482/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVxRIEsxKTfUSI8iQdMu1TfuFUcajABiTeiwAJFn41h6KIxew1elQJvNqYCA&s
537,Chini Kam Rang Kada,2020,Drama,Bibek Ghimire,"Manav Subedi, Anu Thapa, Sushil Sitaula, Surya Thapa",/title/tt13986218/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSY8bzyZbxLZxESFFiPeE7a68x7-yR__ozS5iHzNiDREqABRDsBizI932S_1w&s
538,Dhulo,2020,Drama,Pradhumna Mishra,"Laxmi Bardewa, Damodar Gajurel, Agraj K.C., Sudeep Karki",/title/tt11944088/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJUvzEIZ2LM0Fa2FNzp3e7pOOdbir5FCpR1QKIK4z7sUPAVlh38Zvsf_tcrw&s
539,Taqatbar,2020,Action,Sunil Bista Gauli,"Sabin Shrestha, Mahima Silwal",/title/tt21278536/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyNfyjPIdk224Ngzm6ZAEtwjVkvKD4vTBNs8tGEU86LPLRz31QbtJzM1kpuw&s
540,Dasdhunga Chapter 2,2020,History,Kumar Bhattarai,"Divya Dev, Saugat Malla, Surakshya Panta, Dayahang Rai",/title/tt10435560/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQulu7P-SYOIFzD-0ikLO3cfw2ZSnXR4GxI6g1h1ASpDro60FtQoZvOhrrk2A&s
541,Aastha,2020,Drama,Naren Limbu,"Kusum Gurung, Naren Limbu",/title/tt9517300/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRw7-pnOMUgUJnnFMJKpINeAbYXiSJOhAtTfbaoYQtjE-k2yZOMiU-9tz_YqPw&s
542,Kathaputali,2021,"Horror, Mystery, Thriller",Veemsen Lama,"Karma Shakya, Shilpa Maskey, Subarna Thapa, Gauri Malla",/title/tt9296106/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6eyoCoBgsYT8byxso7A0RfgnGUTGze4p61ZerczeoPBJw5AkTBj2HM_3EZA&s
543,Numa,2021,Drama,Pritam Gurung,"Kashi Ghale -Indra, Biswatma Gurung, Sanzeet Gurung",/title/tt17720518/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjKs8L2TNSpyCiRFRHvdnGnEuolUN2Scr_Gjs5xwbyTQz8Dbr6CnA7q9CIFw&s
544,One Night in Kathmandu,2021,Drama,Mohan Rai,"Karma, Menuka Pradhan, Karma Shakya",/title/tt14563990/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRcFFjvQYzlEI4ovNHVHLxKeKzGdPn47arIAkRO-0Du1n6_Kk0zVDxWMTgK6g&s
545,Shree,2021,Drama,Everest Surya Bohara,"Sandip Chhetri, Rabindra Jha, Rajaram Poudel, Barsha Siwakoti",/title/tt28185948/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhuwj8zC9WGN0dEPIfkhvAUvVIBb2-gQC0s-cAkkc1erGY-4jfZ77sO5J4DQ&s
546,Ko Afno Redux,2021,Drama,Anil Thapa,"Sulakshyan Bharati, Satyaraj Chaulagain, Sudam Ck, Prakash Ghimire",/title/tt14504590/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4Q7iKJATGRnBJ0Cx8ocZnbV5eXrInk4oiU2ppzTSolnAKtnsYnPMFjAYGLw&s
547,Teen Jantu,2021,Thriller,Arpan Thapa,"Saugat Malla, Arpan Thapa, Shristi Shrestha, Robin Tamang",/title/tt12252930/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQIjmxLoRBZMPU4FdUQXqs_g3OI-5x1fdVuyFSVBvzr-2piMC3wdDD2azITZQ&s
548,Tulki,2021,Drama,Dev Jung Thapa,"Swostima Karki, Shekhar Lama, Som Lama, Naren Moktan",/title/tt15128260/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSh73x8NIQeml6d73l7iBo0HNfshh8E1yDdqsXlyx_ApWe5diAwkRrPwF2Tz0&s
549,Timro Hune Kahile,2021,Drama,Raju Giri,"Prakash Chand, Mausami Oli",/title/tt16435840/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-54Hq_NCWOQWnmLaOEF_8HBvdkYjGCFBli9mqvsMrGHs7KedyIfR6YvGrBFw&s
550,Premnath,2021,Action,Ganesh Belbase,"Ganesh Belbase, Rabin Bhandan, Gaurav Bhatta, Shamjhana Bhetwal",/title/tt9537148/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFzPtiGR2xrya10ZfCD5KDRIasSLky0S2Dgb3sk5dkCOfp8VCo-7JSC3jHeA&s
551,Kapti,2021,Drama,Bhupendra Gurung,"Smriti Balami, Sher Bahadur Gurung, Umesh Gurung, Urmila Gurung",/title/tt14312344/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFvjAHPKIWS_bgbrYkseJJRw-e0z7tAMO0LgNvy9bFdonTiZdj5DHgMm2ZvQ&s
554,Overdoze,2021,Crime,Suman Paudel,"PranishRaj Panta, Sabin Jung Thapa, Bina Shrestha, Allen Bonilla",/title/tt25393090/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR28FcgKxhS1qe7F_Xs-CsUg4bcb_qDSC_zxILyWynNxdXLKts_gKRXpZdD68g&s
559,Rilu Tilu Chasmu,2021,"Adventure, Drama",Aseem Banstola,"Arya Tripathi, Tamanna Tripathi, Madhav Tripathi",/title/tt12900810/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0uvLPLTvTYgI1E17Yn4Zhg2OIuZcZTrxoeUatQPvR9Yqusx09yWB3DKFyjug&s
560,Le otto montagne,2022,Drama,Felix van Groeningen,"Lupo Barbiero, Cristiano Sassella, Elena Lietti, Chiara Jorrioz",/title/tt14641542/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4t6KJJ5_IAAns4wOWgGl6ZcbrfOsCmhXSPgEvRhFrcrDEzHrOgnJqYfc21Hk&s
561,Prakash,2022,Drama,Dinesh Raut,"Pradeep Khadka, Deeya Maskey, Renu Yogi, Prakash Ghimire",/title/tt14617248/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEMxgf-BCncLD_PnwgCJhbIJ9I1v5mSD1o8DcMI205NU4nlPi8QWyOqU2JPrY&s
562,Kabaddi 4,2022,Comedy,Ram Babu Gurung,"Dayahang Rai, Saugat Malla, Miruna Magar, Sarada Adhikari",/title/tt16529002/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROsYY9VEMzsy3vf5CvqEZMeuLZ4TO_bcMC09pt8e1boWiA-WFvEsE--7bn10g&s
563,Prem Geet 3,2022,"Action, Romance",Chhetan Gurung,"Pradeep Khadka, Kristina Gurung, Shiva Shrestha, Sunil Thapa",/title/tt21741272/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSm3iN2tr5Tj2h1G_V7qhidw3ASU8QcZF6ofHjT9hFUF94OLsiuJx4jLpr_m0&s
564,Mahapurush,2022,Family,Pradeep Bhattarai,"Hari Bansha Acharya, Rabindra Singh Baniya, Anjana Baraili, Arun Chhetri",/title/tt23135286/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ733rMP_m99pco6GusKo4psCsXJRwoEnlE5sqn4A2GmXQTSJWlMIfOj41hDQ&s
565,Bihe Pass,2022,Comedy,Prabesh Poudel,"Shishir Bangdel, Uma Baniya, Rabindra Jha, Bishal Pahari",/title/tt16492808/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyCADPlhYxVI0GYtMjM-aZwuotToecnyvtLA_-2Mll5lBYO5JVhTtkwGLWqg&s
566,Babari,2022,Drama,Surendra Poudel,"Aditi Budhathoki, Dhiraj Magar, Dhiraj Nadkar, Kamal Mani Nepal",/title/tt21230106/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwIAGgAienNLT32jLji-sTgmcZGB2GiIo4oOFg55LUxSsZN5L-zeA_XXanzu8&s
567,A Mero Hajur 4,2022,Romance,Jharana Thapa,"Salon Basnet, Narendra Singh Dhami, Laxmi Giri, Anmol K.C.",/title/tt16607614/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDDQc9xCYslAZj2jwD0UbGbpa0l2lmZXMmJUAk25pEWk-67hDhPM1IVa4Z0uM&s
568,Samhalinchha Kahile Mann,2022,"Action, Drama, Romance",Sudarshan Thapa,"Aakash Shrestha, Kumud Pant, Pooja Sharma, Sonam Topden",/title/tt9871454/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3DQsrV8x19BCBzOOSEldqiiySjwyBnKgqTGTC5sBmDH9OVZKxbwqlpUSPlBg&s
569,Michael Adhikari,2022,Drama,Ranjeet Gupta,"Saugat Malla, Shristi Shrestha",/title/tt21113894/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbfJpFleSFjW_kvG47kpBB-7BUaW-lPAP28T-T4q4z0LANyQmickvoW-uOhQ&s
570,Krishna Leela,2022,"Crime, Drama, Romance",Dipak Oli,"Shraddha Chhetri, Puspa Khadka, Buddhi Tamang",/title/tt16436816/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRGDpo8HYUOPHh7aE0krP-fQyRWFKrgyTJnaibNTnCOqScac4DAgFifJkPJg4k&s
571,Ke Ghar Ke Dera,2022,Comedy,Dipendra K. Khanal,"Rabindra Jha, Bipin Karki, Surakshya Panta, Dayahang Rai",/title/tt23770332/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEqJE3oX2y-ylKfixOmS_c4mNaeA1EmRtfT21hK19HsZSfyKbSowctDZWGNA&s
572,Lakhey,2022,"Action, Thriller",Samrat Basnet,"Aaryan Adhikari, Rakshya Budhathoki, Saugat Malla, Nutan",/title/tt22462224/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTb3q1WTYBygtSZk7LipdugRNASS6l0nuglaEI5JW3e4MUND9_0xCRXSxP8cnE&s
573,Premganj,2022,Romance,Parichhed Sen,"Tej Giri, Benisha Hamal, Surakshya Panta, Sanjog Rasaili",/title/tt18680228/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7k8cgXZb1gH0vwWAJAsDU1Q60xyyzaFh3R_tw3qL5F5fCtPeHxpESR2Mz3Q&s
575,Hello Jindagi,2022,Drama,Everest Surya Bohara,"Bikram Joshi, Kumud Pant, Deepika Prasain, Janaki Pant",/title/tt10188844/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRowlj1Icbkl2euT1LUjd5LKQbQdSb24P8y10SQnM4_IrJ9i3jHCalGwtwOYBc&s
576,Ma Yesto Geet Gauchhu 2,2022,"Drama, Musical, Romance",Sudarshan Thapa,"Paul Shah, Pooja Sharma, Salon Basnet",/title/tt7889894/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9X4UWSZuKe_NitI7sRPcsYJKH3ntalqjoYNhTFjZqlz0Wks_G9GcBgBH1ss0&s
577,Nalapani,2022,"Drama, History",Rimesh Adhikari,"Deshbhakta Khanal, Santosh Pant, Poozana Pradhan, Arjun Jung Shahi",/title/tt26087954/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhBZSwjuPmWufqt4-Rtm0VJCoyvZAyVIQaChK1TnvjNCsAakUxz1YMoUuNXg&s
578,Karma (Nepal Bhasa Movie),2022,Family,Ram Krishna Khadgi,"Madan Krishna Shrestha, Karma Shakya, Ashishma Nakarmi, Yaman Shrestha",/title/tt18689606/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSEdzOQdk5yRMaBzto-oM5H7u6jD-j8Q2u1Ax6lpH4lqR6wlgwLx1YWVtH7XD0&s
579,Soul of the commando,2022,Action,Yubaraj Rai,"tors:\nYubaraj Rai, Kamraan Mohammed\n                 | \n    Star:\nRaj Kumar Rai",/title/tt21411734/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQf39vmDDVoMwtRXuC6nQaIo1QFUmRw3zKp7-4GaR7sRRRbid1vbC1OBA4P6Q&s
580,Lakka Jawan,2022,Comedy,Shivahari Poudel,"Ansuya Shrestha, Dhruba Onta, Barsha Siwakoti, Shivahari Poudel",/title/tt23643170/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmJru-5iuChVeMrxf8gq-Kq0RTmEEmRQAAnwVQgvcO9T7ae21yZvzd9jWJeg&s
582,Dokh,2022,Drama,Anup Baral,"Maotse Gurung, Sajan Thapa Magar, Deeya Maskey, Kulchandra Neupane",/title/tt6818560/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQq3ve2ipyO2paGCJtv-ixcDxkDh9uKHBpwwkRnX4qJocqQTY5-SKPJBHyObQ&s
583,Lappan Chappan 2,2022,Action,Mukunda Bhatta,"Saugat Malla, Arpan Thapa, Anoop Bikram Shahi, Kishore Bhatt",/title/tt11224752/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1Kxs7nK9brE13Iu5SyUaq4BI3U4BqwSoe1f_NVnmyGF6W_pXiSHMlAO4R2A&s
584,Jhingedaau,2022,Drama,Gyanendra Bahadur Deuja,"Keki Adhikari, Mukun Bhusal, Kushal Bista, Hiubala Gautam",/title/tt22037606/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6FsJMQHZwzHW_p_CN7sCRBJSKi9GiwJJuitsbdN4smTGko1tLl5h-qNgSt2w&s
585,Ram Ram,2022,Comedy,Subarna Thapa,"Amit Giri, Saugat Malla, Nabin Manandhar",/title/tt12774442/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZULkLl4gn6xN-fSrcUTlxC60gZ2Jhw1hBfJGpJh8pegsnETj4osEoAEznfIo&s
586,Paani Photo,2022,Drama,Khagendra Lamichhane,"Anup Baral, Malika Mahat, Menuka Pradhan",/title/tt29005183/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5rPcOfxB6GbzIoDiHIdEq6zbHq6nJwkB5ineYpkm5WYBa_6DfbjXlNAKjqg&s
587,चिसो एस्ट्रे,2022,Drama,Dinesh Palpali,"Divya Dev, Nabin Lamsal, Sushil Raj Pandey, Nikun Shrestha",/title/tt19713108/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9eCO5urrBvWg5h4BVA7FV8KlCMxjcjnqL5Z-xT4nk50UygBkwN_pJN7AoVg&s
588,Mantra,2022,Drama,Khil Bahadur Gurung,"Saugat Malla, Deeya Pun, Buddhi Tamang",/title/tt20414216/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQX9wfWaiRDsfegRjUOtHCs4gU0IrC94MWeA500QIFL3mX10Q9XODEzRRVllh0&s
589,Shatkon,2022,Mystery,Milan de Kapri,"Suyasha Adhikari, Biraj Kadariya, Lokendra Lekhak, Bholaraj Sapkota",/title/tt13080910/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzUuJYHPr1qhvJxN6Zgf0-Ta-gencnH6RXF923XZobf0BrlaqzLqF1FeAaUw&s
590,Ma Rajesh Hamal,2022,Drama,Zohn Yonjan,"Ashmita Lamichhane, Sanchita Luitel, Sanjog Rasaili, Aaryan Sigdel",/title/tt28526512/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSX4t7ZU-orm7tndS_2jKpCq7w2cEhJfO9OClyIE6Xvkog24CciRmPnqjj6Jg&s
591,Kausidd,2022,Drama,Kumar Bhaskar,"Bholaraj Sapkota, Reecha Sharma, Parikshit Bickram Rana, Rupesh Dahal",/title/tt21275792/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaprky0HrJBwS9eMpUIl978evnwadQ5Nz5NOZKYBpZumUy-nKzwGz9KL4pXA&s
592,Purpala,2022,Horror,Manoj Adhikari,"Pukar Gautam, Nikhila Budhathoki, Olga Tamara, Rozy Pant",/title/tt16538262/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwhPBYptZNGmvGU_qZyF2vETaMLEZa0s5pp_hDaAfvKyfNdVzN3nDsr90ck5E&s
594,Mah,2022,Action,Subarna Thapa,"Nisha Adhikari, Saroj Khanal, Sanjog Rasaili, Shristi Shrestha",/title/tt12599266/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-nCUcnx04QJrTqN1PEZ5asj9ZRRWoorrzQz8VOEpuz3GU2f_9nV_7qO3mbg&s
595,Kaidi Ko Patra: A letter from Prisoner,2022,"Crime, Drama, Mystery",Sanam Kumar Bairag,"Kunal Bishwa, Carrie Dodds, Prithavi Raj Khatry, Madison Lazarus",/title/tt21407962/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIH0l01C10v7Zl559kfaNbzsmB4PheBIQ5NQCWSPb1GBglOExf2pYCKnudyg&s
597,Gurkha Warrior,2023,"Action, History, War",Milan Chams,"Ritesh Chams, Vijay Lama, Nutan",/title/tt28664108/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2LpYfGJKjuA99gaJaAotVtUTeHyqPvaAMwVHj2vYs4KsuDq6aMExr6vPb3wI&s
598,The Red Suitcase,2023,"Drama, Horror, Mystery",Fidel Devkota,"B. Bishowkarma, Anju Deuja, Bipin Karki, Prabin Khatiwada",/title/tt28495418/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRH1AEBydj2KVikNr4i6tfhGgfreAkoq8kTUVSzxJXZUM9dmdoVEBj4J-6jUw&s
