,Title,Year,Genre,Director,Cast,Movie_id,cast_no,poster_url
181,The Martial Art,2009,Fantasy,Janak Raj Khakurel,"Puja Gautam, Db Lama, Raju Mahat, Anil Rai",/title/tt15465390/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTS8Nzt-V3DynoDIW_WMcXwF3DywC1s5mh1osT_TCSeLlksPp0RivbBN5FqMSs&s
182,Kartavya,2010,Family,Narayan Puri,"Rajesh Hamal, Samyam Puri, Dilip Rayamajhi, Niruta Singh",/title/tt13011806/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8THFwr9uoHpk4MP-3wOilgjydvzK27ScDKuVZdZCWDPANepMZFUIJWVrmMb4&s
183,Batomuni Ko Phool,2010,"Drama, Romance",Suraj Subba,"Yash Kumar, Rekha Thapa, Baboo Bogati, Hemanta Budhathoki",/title/tt6704098/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZHtiwvfaQuDFxTuzB4x6BpdMzS8x33nbSh-Xr8oh8OQjossRtwlsWQskOtA&s
184,Kasle Choryo Mero Man,2010,"Drama, Romance",Shabir Shrestha,"Aaryan Sigdel, Rekha Thapa, Kishor Khatiwada, Neer Bikram Shah",/title/tt7210246/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZABzuGsTR_AnVqprkRnZY3_m8dR1YkamEA2GzH9mR4s1YfuG3NnnpAfFwooM&s
185,Chhodi Gaye Paap Lagla,2010,Romance,Ujwal Ghimire,"Sanchita Luitel, Raj Ballav Koirala, Biraj Bhatta, Richa Ghimire",/title/tt8682226/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyxg6j1HWywm5JvEm2Vft4N0yilsj0mKiycBLhnaZk3av83v43iBv4MStohQ&s
186,Kusume Rumal 2,2010,"Drama, Romance",Nirak Poudel,"Shyamal Prasad, Shyam Aryal, Niraj Baral, Rubi Bhattarai",/title/tt2007973/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzO-KokDgbACPVDjNq3eW_AaaeM5vamsYWCb8rPhzqyzl8OmwNqJHz10AOow&s
187,First Love,2010,Romance,Simosh Sunuwar,"Nisha Adhikari, Anup Poudel, Karma Shakya, Reecha Sharma",/title/tt1987567/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdo2bavrBAr8c4IMUvN_WsOPUSLyrcc_X2e7eIQ9t1hkzKxexQvhMcPI90qZU&s
188,Kohi Mero,2010,Romance,Alok Nembang,"Jharana Bajracharya, Radha Lamsal, Sanchita Luitel, Tripti Nadakar",/title/tt2102353/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSM7KcpvlpE5mX1On3OD-WLGgzfQF9sKqEkfCDEXQ39wobiiFRvSJbQlrb6U60&s
189,Dasdhunga,2010,Drama,Manoj Pandit,"Anup Baral, Dayahang Rai, Saugat Malla, Sanchita Luitel",/title/tt6609996/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGoqDAX4dPC0-oeXtu3UVwJXGUS88C9oq_PtOkEVZ0OIG790EVA3KLNpJHWw&s
190,Nai Nabhannu La,2010,Romance,Bikash Raj Acharya,"Richa Singh Thakuri, Jiwan Luitel, Suman Singh, Mithila Sharma",/title/tt8677428/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeHud_TKuM6d4Vs_h2j0t4woxvkYSeMFSqrCXKW6gk432jzR82O9vTt0T97Q&s
191,Hifajat,2010,Drama,Gyanendra Bahadur Deuja,"Rekha Thapa, Aaryan Sigdel, Neer Bikram Shah, Aayush Rijal",/title/tt8728132/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTW7BZsyQrX6TCHbS45P3uJXXVk9zyWHeALVC34mKVbfPL8766gCQGFuSNMQQ&s
193,Nishana,2010,Comedy,Suresh Darpan Pokharel,"Jaya Kishan Basnet, Rajesh Hamal, Nandita K.C., Dilip Rayamajhi",/title/tt18339142/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQM1YxFA_PRhf65g0CXtJaf5CNBWLQOQ9Vfe3dkmqJ4G7vLQcSeoIK2M8dUJw&s
194,Kaslai Diu Yo Jovan,2010,Comedy,Suresh Darpan Pokharel,"Melina Manandhar, Dilip Rayamajhi, Jharana Thapa, Nikhil Upreti",/title/tt18339224/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTAAo5TfsNTYu1akOIjtMK3k4CjfgChJFLSjft3p-mn9Xdd8WZnBpec8Bh-Jw&s
195,Hasi Deu Ek Phera,2010,"Comedy, Drama",Shiva Regmi,"Hari Bansha Acharya, Madan Krishna Shrestha, Raj Ballav Koirala, Shweta Khadka",/title/tt8022710/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvd8mXoNm2qFN455QcsNtuxfyQ8aCucmQrf9eSR5kXFcg_BUhPz7GeVRKnudc&s
196,Andaj,2011,Romance,Ujwal Ghimire,"Rekha Thapa, Jiwan Luitel, Sabin Shrestha, Shishir S.J.B. Rana",/title/tt8290858/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQn2QmkQfm9B_dgcChqfwN0gDuFAS8VZhMd2cazveKC1idwhuh2NWgQcQGW58&s
197,"Katmandú, un espejo en el cielo",2011,"Drama, Romance",Icíar Bollaín,"Verónica Echegui, Sumyata Bhattarai, Norbu Tsering Gurung, Kalsang Tamang",/title/tt1839688/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQSphW9QfgPbOD1P9BJHEm6UJAFKu1IPYsDynGefP9S1HqQVkrg2KwNkxnd6I4&s
198,Pal,2011,Drama,Ramesh Budathoki,"Nisha Adhikari, Anup Baral, Basundhara Bhusal, Ramesh Budathoki",/title/tt8811616/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyL-t081tcsYy09YX_g37QTVieNEHN6wuvLpNgbpxvAC3DPYdKnf8SK6YXrA&s
199,Batch No.16,2011,Action,Pitamber Pandey,"Anup Baral, Rubi Bhattarai, Aakash Kahrel, Sushma Karki",/title/tt2098630/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRqG7r1yUUQjiUEnSbEIgNtGWMtqpp-nTGowDfLNEVqNPmpozxQbYaPJbrjb0&s
200,Acharya,2011,"Biography, Drama, Music",Prashant Rasaily,"Satya Raj Acharya, Aruna Karki, Bipin Karki, Sunil Pokhrel",/title/tt2055577/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7n06z1lGYueBaNuWdd1Fden5LkdkvVICwa1l7mxf6OM77D6T6o1CAhbKWbjM&s
201,Masaan,2011,Drama,Neer Bikram Shah,"Keki Adhikari, Raj Ballav Koirala, Neeta Dhungana, Dinesh D.C.",/title/tt2166508/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUFuZLR5VSu--b5AA4JWxTKsq2BSR5ETLg_F2el7d0z22brrOgz0D9QXo3DqE&s
202,K Yo Maya Ho,2011,"Drama, Romance",Sudarshan Thapa,"Keshab Bhattarai, Arjun Dahal, Sabita Gurung, Kiran K.C.",/title/tt8734910/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqZNiW6vM2iCCBXRyOdXjBCl_lHGa78dqs5AtIzqdyzgP_J3n0neIIpehWtg&s
203,Kathmandu,2011,Family,Akash Adhikari,"Akash Adhikari, Ben-Nabin Adhikari, Prapti Ghimire, Resh Marhatta",/title/tt2147361/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMq_mfELLhcZ0tgMQPhpkKGcEhwSUi_BpupMpUpbli8ehjKxsNvFgR1mUw3w&s
204,Mero Love Story,2011,Romance,Sudarshan Thapa,"Aaryan Sigdel, Reecha Sharma, Binaya Shrestha, Keshab Bhattarai",/title/tt2532814/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT09m-fHnf-4d82hMk9zN626WWNp83HZkyh2aOJ4yE9RBvNk6hQTHWFPrzkTA&s
205,Birami Sahar (Sick City),2011,Drama,Murray Kerr,"Arpan Thapa, Sara Lama, Manu Thapa",/title/tt1884254/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJAGL0flXQIYkCe6TxeQcGImSgCdKAuzal-zNB6atcw54ntHL7RGhsTcEKAKU&s
206,Challenge,2011,Action,Shyam Bhattarai,"Ben Ayers, Rose Chadwick, Resh Marhatta, B.S. Rana",/title/tt1825708/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlcp7Y_tvH0OSA1y3YS3GtYm0MZyDoTgW6CBqXX1UOFn46k6DR6HkXOb_ZGg&s
207,Ek Din Ek Raat,2011,Horror,Dev Kumar Shrestha,"Anup Baral, Deeya Maskey, Menuka Pradhan, Karma Shakya",/title/tt5192776/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvDJso_vbw-BBlNJ8nCr-48lAMIo6iH-bQvZFp5WQeSqnO99a6P-3Bi7J_hg&s
208,Swor-the Melody of Dreams,2011,Musical,Prasanna Poudyal,"Raj Ballav Koirala, Keki Adhikari, Reema Bishwokarma, Sraj Garach",/title/tt1867612/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWsWUGSVoohXYzU4xm6iT1sSJvpxJflGbbjBDIZ9_u8PaNGdhu-U868u4ZIJI&s
209,Facebook,2012,Drama,Suraj Subba,"Rajesh Hamal, Wilson Bikram Rai, Jharana Thapa, Subash Thapa",/title/tt8761830/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGbk3ieArrIMyGppZdkWaqE4SkSx7gSqePf3IAE01gQgVhf7mzo6TrcZFrrIE&s
210,K Ma Timro Sathi Banna Sakchhu,2012,Romance,Shabir Shrestha,"Kishor Bhandari, Dinesh D.C., Dipti Giri, Gobind Rai",/title/tt8446798/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZyiTodVkbWXe_lAkgO6FJxlIDa3v9772z18aS3THERkOzlDfUpZaGJL1cgw&s
211,Loot,2012,"Crime, Drama, Thriller",Nischal Basnet,"Saugat Malla, Karma Shakya, Dayahang Rai, Prateek Raj Neupane",/title/tt2179133/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQSjnTD0Lsp3I2nxySUmsZQha_mcM0BIONHArU4KsqNzqS3cvgXC2sTlWVfCDI&s
212,सुनगावा,2012,"Drama, Romance",Subarna Thapa,"Deeya Maskey, Nisha Adhikari, Saugat Malla, Basundhara Bhusal",/title/tt2408026/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWaZ1jW5puPqNs5UR7Lh8ftcU-zN_IY2eukysiZwcQl7EmC9nzT132MwaydA&s
213,Highway,2012,Drama,Deepak Rauniyar,"Dayahang Rai, Asha Magrati, Shristi Ghimire, Karma Shakya",/title/tt2210657/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSM5oRksIIfOaCxqVB3Jf99ykmzY98H4D24grdYzsHxOKOGS06SF8KrQsyeLV4&s
214,Visa Girl,2012,Drama,Prachanda Man Shrestha,"Reema Bishwokarma, Reecha Sharma, Vinay Shrestha, Raymon Das Shrestha",/title/tt2438106/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSsMKYoD-RlKAj9cuuoJfJCu6_V7tgMxP-et5o8SU4n5G7h0BedFPVOHt0mg&s
215,Shiris ko Phool,2012,Drama,Toshiaki Itoh,"Ganesh Man Lama, Jagat Rajthala, Saujanya Subba",/title/tt8180488/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHAsavtcgMoU9OfQ3dseA91wyrpGTPZg9aY0Cq3EpwjMti0t4t_uLHYwJSGQ&s
216,Saayad,2012,Drama,Suraj Subba,"Ramesh Adhikari, Kabita Ale, Anita Dahal, Ritika Lama",/title/tt6500014/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlN2vPTbWPpfPHIkuebTd3RI20O9HyXQ2welQtTi3IU_PZz-nHKjtoc2JNhjc&s
217,Dhanda,2012,Drama,Sudarshan Thapa,"Arpan Thapa, Samuna K.C, Dhurba Koirala, Kamala Regmi",/title/tt8487960/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdfbiwd-PhfUc7k8ge7uzpQWpvY5NiNYiv8BIG-BHH43D0rc0rz-YiItQRsyg&s
218,3 Lovers,2012,Drama,Suresh Darpan Pokharel,"Niraj Baral, Priyanka Karki, Pooja Sharma, Devu Shrestha",/title/tt18339180/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSF37HRPpNIualcwtiDjfo50YudE_Z7w1ZuiU8UT1cJbGSfuls5vqHtULTEjgM&s
219,Banphool,2012,Drama,Nabaraj Budhathoki,"Madan Baral, Manju Devkota, Sunil Pokharel, Mahesh Shrestha",/title/tt14273050/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUbTf4qStLrwwxREsJNSv1ObBBkE1Wq9Qi7gNzI7jZiCOmk4Nr3KQqYHEEIg&s
220,Maya's Bar,2012,Drama,Dinesh D.C.,"Nisha Adhikari, Gajit Bista, Rajesh Hamal, Karishma Manandhar",/title/tt8943108/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRC-qEqoiMdtczzXsjdTmI1IWE20XSGjvNghPWvfY_sqU718q_9euP0G0-tbw&s
221,Mirga Trishna,2012,Drama,Tulsi Ghimire,"Biraj Bhatta, Karma Shakya, Hemanta Budhathoki, Nandita K.C.",/title/tt6607392/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSb88f9OV4GlhGJ4cCWRgGRaf7o9I69Mp7FD46cnYtPmtOnYJU9bF5p0QQWy5U&s
222,Bhul Bhaye Maaf Gara,2012,Drama,Suresh Darpan Pokharel,"Melina Manandhar, Suraj Rd, Ganesh Upreti, Nikhil Upreti",/title/tt19368768/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3DWZk4kCfQHWiaDce9EkMMkCt4_r5lh92A1ZJmbWcQr8t_6u5RAn_BRrhqw&s
223,So Simple,2012,Drama,Shiva Regmi,"Raj Ballav Koirala, Sunil Pokharel, Bhawana Regmi, Ashok Sharma",/title/tt8374600/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4oS0d1rT9XLdkbj14rnL14az0XzE12Nk0xiTAFn5kIxTqoxc4nLDJ_Zjjahk&s
224,Apabad,2012,"Comedy, Drama",Subash Koirala,"Raj Ballav Koirala, Nisha Adhikari, Bijaya Giri, Rabi Giri",/title/tt2353801/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkrsg1EUnoBHNyyHALiDwTIwdnW8LWPTsYVb_QVMqXx_O-dISYBAPT5aS_1ZM&s
225,Kathaa,2012,Drama,Prashant Rasaily,"Saugat Malla, Timothy Rai, Usha Rajak",/title/tt27844637/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVaYC7abuJUGFsm1Jld8suE0d1TUx2kjaIteT20WB3VT8bW6mcGvvtU-JSDg&s
226,Love U Man,2012,Drama,Bb Phuyal,"Raz Aryan, Sures Chaudhary, Pranisha Silwal",/title/tt8821328/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRleN76gF9niLcVNHJqYrx7YoMQ2r6n5_abuM8mIIAMlqadZtLwBmQfirasbQ&s
227,Nizamati: Under Fire,2012,History,Ramhari Koirala,"tors:\nRamhari Koirala, Manoj Pandit",/title/tt15399540/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSeiaKEs5GTVNBBo4aAEaFtxxrr0MD3rkRZYqwF-Qe12VhHz4zOQawOLQ_dGQ&s
228,Suruwaat: Euta Naya Jiwan,2012,Drama,Santosh Ramdam Budha Khaling,"Bhuwan Ranpal, Revica Shankar, Bhanu Tiwari",/title/tt3208986/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSNtPLD3sPiIu8OxkbZSWnnB_urJnOPyF7hDKtxSEBPwGSq9oeRJ5yLReVQcg&s
229,Dui Duna Pannch,2012,Comedy,Jai Kishan Basnet,"Jeshika Khadka, Basnet Jaya Kishan, Karan Shrestha",/title/tt4019648/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ12B3Y6HUTtAJYxe-uONmTioaVkhSuvBGxOCtR-Q5lhN6k6B6uQmnyxzBtGNA&s
230,Miss U,2012,Drama,Suresh Darpan Pokharel,"Namrata Shrestha, Dilip Rayamajhi, Barun Rana, Suresh Darpan Pokharel",/title/tt8658602/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_uQP76C7xiMKVrs88tTZmJa0MN9Ijs6SRLbOvSiOHMm2pPKdLWcuSwDX8b7Q&s
231,I Am Sorry,2012,Romance,Dinesh Raut,"Aaryan Sigdel, Keki Adhikari, Shyamal Prasad, Shyam Aryal",/title/tt2368945/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS460zUpVpCRyW7ZGDMbnWM9T3hpxzk4yOPKccOjnag_6YKxXaPWaazJH3dbw&s
232,Jhola,2013,"Drama, History",Yadav Kumar Bhattarai,"Garima Panta, Sujal Nepal, Laxmi Giri, Deshbhakta Khanal",/title/tt3700482/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbRnSkCkztpdzWTKP5y-tPpgLusSKV6LIjbzcodh7qW7FUIAdAcraVMlA4Nw&s
233,Chhadke,2013,"Action, Thriller",Nigam Shrestha,"Nikun Shrestha, Bipin Karki, Kameshwor Chaurasiya, Saugat Malla",/title/tt4123886/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQey1xa_fQT6FwbtqDi3JCywpviXtK_H4wIRHqj7tM2DNBN9ylCrjeedGrpIQ&s
234,Hostel,2013,Drama,Hem Raj BC,"Rista Basnet, Salon Basnet, Shishir Bhandari, Anmol K.C.",/title/tt6501192/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQ2RDQi8WB84WUSyKvIdaUc0s5Y-W5Qh--qTxWlR40Gmbd0PBIyBZctTx06w&s
235,Uma,2013,Drama,Tsering Rhitar Sherpa,"Reecha Sharma, Saugat Malla, Mithila Sharma, Prakash Ghimire",/title/tt2792440/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjlWcmwMTqU-RY3DX5tkwG9S4yXYoIAmsBt7kVqcCSx31-FY2jpHj4ZIp98ts&s
236,Saanghuro,2013,Drama,Joes Pandey,"Shushank Mainali, Deeya Maskey, Aruna Karki, Dayahang Rai",/title/tt3768406/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBJbuJ5VVFPshR-EiFHbW3f2mAjuOihC-Bh6OcHFSAs2PnZMfAyqACTPyshkI&s
237,Karkash,2013,"Drama, Musical",Asif Shah,"Suraj Singh Thakuri, Satya Raj Acharya, Dayahang Rai, Raymon Das Shrestha",/title/tt8355664/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhM_5N7D_Tu7060g2DspQgqcmguUYWoqyo8QieTFZ0ljzSvJ-kUkVjHR_l36w&s
238,Manjari,2013,"Drama, Romance",Ganesh Dev Panday,"Abaha Aryal, Sarita Bhandari, Tuk Bahadur Chettri, Narendra Singh Dhami",/title/tt6710486/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSStJ-bcusTVAOk53Cp6_y6yfW3hJkY0-BMvhUA8dTFtqE2eO-vn09xVw-EP3Q&s
239,Kollywood,2013,Drama,Navaraj Acharya,"Priyanka Karki, Aaryan Sigdel",/title/tt13612306/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPoZ69b3TayNulT4O21ECsE3B34QYgz_IQPnYrTfWUlP02PLTzJrQaQ7PMjQ&s
240,Notebook,2013,Romance,Yogesh Ghimire,"Jiwan Luitel, Neeta Dhungana, Sunil Thapa, Sushma Karki",/title/tt8768852/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKCtR6A4DJLNtBLdcruJZomgN-BoEfj1Nf57CFn1_xYZJEztpUagaqg9EpAvg&s
241,Antaral,2013,Drama,Dipa Basnet,"Ashishma Nakarmi, Kamal Mani Nepal, Namrata Sapkota, Amitesh Shah",/title/tt6724886/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSfwQdw77w3E1utCyKfwceF7w5Y1giWLJl9t0O-kKo0l0j5zP_Ur8_mQmNWbQ&s
242,Badhshala,2013,Drama,Manoj Pandit,"Dayahang Rai, Saugat Malla, Khagendra Lamichhane, Anup Baral",/title/tt6722986/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgu_ERHuel2uWwgArNaysJg1QSCKZDeZzNTtHwVJrFaQaZXSb1uYaTk7oXHw&s
243,Rhythm,2013,"Drama, Romance",Bikash Raj Acharya,"Shweta Bhattarai, Jiwan Luitel, Wilson Bikram Rai, Anubhav Regmi",/title/tt8761808/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzjZjmI_yy1pZ2_sT1U1nev-UzYdFKdDtPevklTn3NsvqoXPSSm5dgC61bywI&s
245,Adhyaya,2013,Drama,Prabin,"Abhay Baral, Shanti Giri, Akash Magar, Sushil Raj Pandey",/title/tt10921182/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmxgqNhVHtptW-ChzTSU0z-Lz3vCijUOVzTPvPYQGEpQXEJg5_szh3lX6IdIw&s
246,Indreni Khojdai Jada,2013,Drama,Sahara Sharma,"Sahayog Adhikary, Deepak Ghimire, Dipendra Kc, Kritika Lamsal",/title/tt15747266/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3rVHKPmYU2rsLzbqGfP1iHfIeuxsZvspxPI9XCj5JLCIUINZdyRJVj_9TNg&s
247,Maun,2013,Drama,Suraj Bhushal,"Arpan Thapa, Namrata Shrestha, Durga Baraily, Shekhar Chapagain",/title/tt8504976/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPTHZ2W0UwXdEOJuTb9IujEIwTjgRu-eeF2oApaEsdRKvA9CO3PB3M321yPts&s
249,Dhuwani,2013,Thriller,Pitamber Pandey,"Archana Dellala, Kishor Khatiwada, Sagun Shahi",/title/tt27874857/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhHjVIfVuOKoSuaLL5pbQPGwRHTmgs7vPVhn81KlSjU7UX68qyhNGf1TyXNx4&s
250,Kabaddi,2014,"Comedy, Drama, Romance",Ram Babu Gurung,"Dayahang Rai, Nischal Basnet, Rishma Gurung, Buddhi Tamang",/title/tt3696800/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyQ3P44vKOgXDqUULs8CQXLHBLhEIDo1hd1vcJn3Jp-mBlpnH1CY_U0YxFuw&s
251,Highway to Dhampus,2014,"Drama, Romance",Rick McFarland,"Rachel Hurd-Wood, Gunner Wright, Suesha Rana, Raj Ballav Koirala",/title/tt2296799/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThCPDJuECjrL7gddeDKWDBSf5xXjYwUsNGnf0hkWTM1VMshjVpV8o05B6T-Tc&s
252,Nai Nabhannu La 2,2014,Romance,Bikash Raj Acharya,"Sugyani Bhattarai, Narendra Singh Dhami, Priyanka Karki, Sitaram Kattel",/title/tt8677256/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR62DHz1sFmZZWg5dfqySQJwnnaMS0ZCm2c_c9DUJMcESDjvosz5VUXBEdVN_I&s
253,November Rain,2014,Romance,Dinesh Raut,"Aaryan Sigdel, Namrata Shrestha, Chhulthim Dolma Gurung, Amitesh Shah",/title/tt5659988/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVVEVSmlWak6yWyvup3YrrnmFYX8IgRFFz6fsaf9QeKBDCRGMtzEGVMedMkw&s
254,Kohinoor,2014,Drama,Akash Adhikari,"Shree Krishna Shrestha, Shweta Khadka, Mithila Sharma, Narendra Singh Dhami",/title/tt8324172/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvx3ME-Aq9bvqzjeHUbR6giMg-FqKbwozWC74p-udnzQYF1uh0pQeMOLfPgg&s
255,Suntali,2014,"Comedy, Drama",Bhaskar Dhungana,"Pramod Agrahari, Bipana Basnet, Saraswoti Chaudhari, Pratibha Chettri",/title/tt3908994/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7hlifQhp-0YGfhe4ZMh0kvFyNiyN6p2iSkaxXl-b7KsDgVLP6VqnoQGq79_c&s
256,Talakjung vs Tulke,2014,"Action, Drama",Nischal Basnet,"Khagendra Lamichhane, Dayahang Rai, Shushank Mainali, Reecha Sharma",/title/tt3342558/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxRLRX76iyXaDiXDQPnGTIRzUjotrhcFRaovV1Yq0v03IuIRNT_LZsB-bB_Q&s
257,Love You Baba,2014,Drama,Saugat Bista,"Anmol Agrawal, Basanta Bhatta, Rashmi Bhatta, Gajit Bista",/title/tt5954644/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVIJqIKgd_yEHMCT-Nu-fl-yZ-CU_kwUWzG5hggOLcSL2Wfh3_Viys2mzZ_Sc&s
258,Jerryy,2014,Romance,Hem Raj BC,"Anmol K.C., Amalya Sharma, Anna Sharma, Abhishek Man Sherchan",/title/tt4620528/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTImNP_vjOb8nbZStJ4rk1l7uhKifbs__R9tqbp-_6Do-O_EBcD1_ZkejdW6Ws&s
259,Jholay,2014,"Comedy, Drama",Dipendra K. Khanal,"Dayahang Rai, Priyanka Karki, Shishir Rana, Prashant Dawa",/title/tt7228558/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzy8dYNUbs0zG83VmUV3LcBdHGTJG1p2yB9esR5GhtGOrD6pN1LNB3tlTdtEo&s
261,Raghav,2014,Drama,Bhupendra Bhattarai,"Gita Adhikari, Basanta Bhatta, Cait Brasel, Rocken Byanjankar",/title/tt3187718/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRborp0cCsD4FjupcZalFvGxPlRHut71J94dYJ40DqXMrLEbg_qZBKBBjHgwA&s
262,Ritu Nepali Feature Film,2014,"Drama, Romance",Manoj Adhikari,"Raj Ballav Koirala, Malina Joshi, Reema Bishwokarma, Bishnu Neupane",/title/tt3451716/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkiJaSgc-p3A_W4blIL0S_Rn-3GFWncX4pu7rBh6HsZpVk5nNaSSPye3I4IqY&s
263,Chha Ekan Chha,2014,"Comedy, Drama",Dinesh D.C.,"Sandip Chhetri, Narendra Singh Dhami, Neeta Dhungana, Kedar Ghimire",/title/tt6044190/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPEpbMweuc6GtmXjhxcRN81S_8CJFH5s3fQOyfI914m9BfzsRZtisfGVediA&s
264,Hasiya,2014,Action,Milan Chams,"Rajesh Hamal, Ruby Rana, Shishir S.J.B. Rana, Anoop Bikram Shahi",/title/tt8754286/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSnvRjnholcnuZ5UphcgJ2Bah2KNFpsLdioTvVehoPx9yc6SvT6qFEyyTjYxw&s
