,Title,Year,Genre,Director,Cast,Movie_id
376,म यस्तो गीत गाउछु,(2017),"Musical, Romance","s:
Sudarshan Thapa, 
Satyaraj Chaulagain
                 |","['Narendra Singh Dhami', 'Saroj Khanal', 'Rajaram Poudel', 'Rupa Rana']",/title/tt6544872/
377,Manko Babari,(2017),Drama,"Maotse Gurung
                 |","['Yenserj Gurung', 'Gaman Ghale', 'Dhan Bahadur Gurung', 'Yam Kumari Chhetri']",/title/tt9861192/
378,Dhanapati,(2017),"Comedy, Drama","Dipendra K. Khanal
                 |","['Khagendra Lamichhane', 'Surakshya Panta', 'Janak Bartaula', 'Kamal Devkota']",/title/tt6580708/
379,Naakaa,(2017),"Crime, Drama","Amit Shrestha
                 |","['Bipin Karki', 'Thinley Lhamo', 'Ghanashyam Joshi', 'Ram Bhajan Kamat']",/title/tt7230362/
380,Darpan Chhaya 2,(2017),"Drama, Musical","Tulsi Ghimire
                 |","['Puspa Khadka', 'Sahara Karki', 'Shraddha Prasai', 'B.S. Rana']",/title/tt6607322/
381,Hairaan,(2017),Action,"Saugat Bista
                 | 
    Star:
Md Wasim Raz",['tor:\nSaugat Bista\n                 | \n    Star:\nMd Wasim Raza'],/title/tt5958840/
382,A Mero Hajur 2,(2017),"Drama, Romance","Jharana Thapa
                 |","['Salin Man Bania', 'Samragyee Rajya Laxmi Shah', 'Salon Basnet', 'Buddhi Tamang']",/title/tt6944688/
383,Happy New Year,(III) (2017),Romance,"Dev Kumar Shrestha
                 |","['Pukar Gautam', 'Sandhya Kc', 'Royal Maskey', 'David John Murdoch']",/title/tt6352592/
384,King Returns,(2017),Action,"Shabir Shrestha
                 |","['Benisha Hamal', 'Anoop Bikram Shahi', 'Nikhil Upreti']",/title/tt7704424/
385,Lappan Chhappan,(2017),"Crime, Drama","Mukunda Bhatta
                 |","['Dayahang Rai', 'Saugat Malla', 'Arpan Thapa', 'Barsha Siwakoti']",/title/tt6676330/
386,Love Sasha,(2017),Romance,"Prachanda Man Shrestha
                 |","['Karma Shakya', 'Keki Adhikari', 'Shivani Chalise', 'Rashmi Bhatta']",/title/tt6620138/
387,Fateko Jutta,(2017),"Drama, Romance","Nikesh Khadka
                 |","['Saugat Malla', 'Priyanka Karki', 'Kameshwor Chaurasiya', 'Rabindra Jha']",/title/tt7860150/
388,Panchayat,(2017),"Drama, History","Shivam Adhikari
                 |","['Neeta Dhungana', 'Saroj Khanal', 'Rupa Rana']",/title/tt7983428/
389,Ghampani,(2017),"Drama, Romance","Dipendra Lama
                 |","['Dayahang Rai', 'Keki Adhikari', 'Prakash Ghimire', 'Pushkar Gurung']",/title/tt6759476/
390,Love Love Love,(2017),Romance,"Dipendra K. Khanal
                 |","['Suraj Pandey', 'Swastima Khadka', 'Ramesh Budathoki', 'Deshbhakta Khanal']",/title/tt6695734/
391,Jhyanakuti,(2017),"Comedy, Drama, Romance","Simosh Sunuwar
                 |","['Benisha Hamal', 'Saugat Malla', 'Sumi Moktan', 'Karma Shakya']",/title/tt7676212/
392,Palash,(I) (2017),Drama,"Subash Koirala
                 |","['Kameshwor Chaurasiya', 'Prakash Ghimire', 'Aayub Kc', 'Rekha Thapa']",/title/tt6453622/
393,Ralang Road,(2017),"Drama, Mystery","Karma Takapa
                 |","['Shubham', 'Sonam Wangyal Ladimpa', 'Domber Mani Pradhan', 'Sudan Gurung']",/title/tt6098792/
394,Madhu Malati,(2017),Romance,"Shishir Chalise
                 |","['Kushum Nepal', 'Anuroop Pokhrel']",/title/tt6525346/
395,Raato Ghar,(2017),Comedy,"Suraj Subba
                 |","['Anurag Kuwar', 'Mala Limbu', 'Gaurav Pahari', 'Menuka Pradhan']",/title/tt6966090/
396,Kutumberi Saino,(2017),Drama,"Ganesh Gurung
                 |","['Asmi Gurung', 'Beeshwas Gurung', 'Beshwas Gurung', 'Dinesh Gurung']",/title/tt7039306/
397,Saayad 2,(2017),Drama,"Puspa Raj Neupane
                 |","['Sushil Shrestha', 'Sharon Shrestha', 'Amrit Dhungana', 'Kushal Pandey']",/title/tt6501310/
398,Aadha Love,(2017),"Adventure, Drama","Arpan Thapa
                 |","['Biki Gurung', 'Sareeta Shri Gyawali', 'Tika Pahari', 'Rojisha Shahi']",/title/tt6897032/
399,Hero Returns,(2017),Action,"Ashish Bhetwal
                 |","['Saroj Khanal', 'Sabin Shrestha', 'Rekha Thapa']",/title/tt6796344/
400,Jeegisha,(2017),Drama,"Sanam Kumar
                 |","['Dhruba Dutta', 'Prasuna Kadel', 'Manish Shrestha', 'Suresh Shrestha']",/title/tt6684422/
401,KTM Cocktale,(2017),Drama,"Anuska Ananda
                 |","['Uddhav Raj Bhattarai', 'Bikash Lamsal', 'Prabhakar Neupane', 'Sangeet Sapkota']",/title/tt6440150/
402,Gangster Blues,(2017),"Action, Crime, Romance","Hem Raj BC
                 |","['Aashirman D.S. Joshi', 'Anna Sharma', 'Samyam Puri', 'Aruna Karki']",/title/tt7254868/
403,Mero Paisa Khoi,(2017),"Comedy, Drama","Rose Rana
                 |","['Chhulthim Dolma Gurung', 'Saugat Malla', 'Kamal Mani Nepal', 'Barsha Raut']",/title/tt7889260/
404,Agnidahan,(2017),Drama,"Ghanshyam Lamichhane
                 |","['Maotse Gurung', 'Prakash Ghimire', 'Anupama Bhandari', 'Kobid Sharan Upadhyay']",/title/tt11835456/
405,Khai O Mheetheba,(2017),Drama,"Ganesh Gurung
                 |","['Pratap Das', 'Anand Lhomay Gurung', 'Dinesh Gurung', 'Ganesh Gurung']",/title/tt7039448/
406,Lalteen,(2017),"Action, Drama",,"['Keki Adhikari', 'Janak Bartaula', 'Shishir Bhandari', 'Ram Keshari Bogati']",/title/tt6695976/
407,Bhuimanchhe,(2017),Drama,"Nabaraj Budhathoki
                 |","['Kushal Bista', 'Ramesh Budathoki', 'Puskar Gurung', 'Sipora Gurung']",/title/tt8820826/
408,Jai Bhole,(2018),Comedy,"Ashok Sharma
                 |","['Khagendra Lamichhane', 'Saugat Malla', 'Swastima Khadka', 'Buddhi Tamang']",/title/tt8289002/
409,Kanchhi,(2018),Romance,"Akash Adhikari
                 |","['Anita Adhikari', 'Kameshwor Chaurasiya', 'Narendra Singh Dhami', 'Shweta Khadka']",/title/tt8324464/
410,Chhakka Panja 3,(2018),Comedy,"Deepa Shree Niraula
                 |","['Anish Adhikary', 'Kedar Ghimire', 'Deepak Raj Giri', 'Laxmi Giri']",/title/tt8393764/
411,Intu Mintu Londonma,(2018),Romance,"Renasha Bantawa Rai
                 |","['Samragyee Rajya Laxmi Shah', 'Dhiraj Magar', 'Saruk Tamrakar', 'Bibek Limbu']",/title/tt7672868/
412,Nai Nabhannu La 5,(2018),"Drama, Romance","Bikash Raj Acharya
                 |","['Keki Adhikari', 'Narendra Singh Dhami', 'Priyanka Karki', 'Swastima Khadka']",/title/tt8673950/
413,Prasad,(2018),"Drama, Romance","Dinesh Raut
                 |","['Bipin Karki', 'Namrata Shrestha', 'Nischal Basnet', 'Basundhara Bhusal']",/title/tt8561248/
414,Shatru Gate,(2018),"Comedy, Drama","Pradeep Bhattarai
                 |","['Hari Bansha Acharya', 'Basundhara Bhusal', 'Narendra Singh Dhami', 'Deepak Raj Giri']",/title/tt7786264/
415,Blind Rocks,(2018),"Biography, Romance","Milan Chams
                 |","['Benisha Hamal', 'Gauri Malla', 'Anil Keshari Shah', 'Arpan Thapa']",/title/tt7935792/
416,Sunkesari,(2018),"Drama, Horror","Arpan Thapa
                 |","['Reecha Sharma', 'Rabindra Jha', 'Sunny Dhakal', 'Lauren Lofberg']",/title/tt7423858/
417,Lalpurja,(2018),"Drama, Romance","s:
Nigam Shrestha, 
Haridev Oli
                 |","['Prakash Bhujel', 'Kameshwor Chaurasiya', 'Bipin Karki', 'Miruna Magar']",/title/tt7819514/
418,Rose,(VII) (2018),"Crime, Romance","Nirak Poudel
                 |","['Pradeep Khadka', 'Miruna Magar', 'Paramita Rana', 'Karma Shakya']",/title/tt8886552/
419,Sherbahadur,(2018),"Drama, Thriller","Raj Rajbanshi
                 |","['Sunil Thapa', 'Karma Shakya', 'Menuka Pradhan', 'Rabindra Jha']",/title/tt7869010/
420,Kri,(2018),"Action, Drama","Surendra Poudel
                 |","['Anmol K.C.', 'Aditi Budhathoki', 'Anoop Bikram Shahi', 'Kameshwor Chaurasiya']",/title/tt7528086/
421,Kaira,(2018),Romance,"Laxman Rijal
                 |","['Aaryan Sigdel', 'Samragyee Rajya Laxmi Shah', 'Shishir Rana', 'Hitesh Sharma']",/title/tt8674396/
422,Bobby,(I) (2018),Drama,"s:
Milan Chams, 
Giriraj Ghimire, 
Suman Upreti
                 |","['Rashmi Bhatta', 'Kabita Gurung Thapa', 'Vijay Lama', 'Elias Jung Thapa']",/title/tt8439948/
423,Romeo & Muna,(2018),"Drama, Romance","Naresh Kumar Kc
                 |","['Vinay Shrestha', 'Shristi Shrestha', 'Surakshya Panta', 'Sushma Karki']",/title/tt7301950/
424,Mr. Jholay,(2018),"Drama, Romance","Ram Babu Gurung
                 |","['Dayahang Rai', 'Deeya Pun', 'Buddhi Tamang', 'Barsha Raut']",/title/tt7305634/
425,Meri Mamu,(2018),Drama,"Yam Thapa
                 |","['Kusum Gurung', 'Ayub Sen', 'Saruk Tamrakar', 'Aaslesha Thakuri']",/title/tt8674090/
426,Mangalam,(2018),Drama,"Nawal Nepal
                 |","['Puspa Khadka', 'Shilpa Pokhrel', 'Samragyee Rajya Laxmi Shah', 'Neer Bikram Shah']",/title/tt8254312/
427,Johnny Gentleman,(2018),Action,"s:
Nitin Chand, 
Namit Chand Thakuri, 
Dinesh Chandra Gupta
                 |","['Sachin Adhikari', 'Paul Shah', 'Aanchal Sharma']",/title/tt26912625/
428,Changa Chet,(2018),Romance,"Dipendra K. Khanal
                 |","['Shishir Bangdel', 'Sandip Chhetri', 'Maotse Gurung', 'Rabindra Jha']",/title/tt8905928/
429,Damaruko Dandibiyo,(2018),"Drama, Sport","Chetan Gurung
                 |","['Khagendra Lamichhane', 'Menuka Pradhan', 'Buddhi Tamang', 'Anup Baral']",/title/tt7971388/
430,America Boys,(2018),"Comedy, Drama","Prabesh Poudel
                 |","['Arpan Thapa', 'Abhay Baral', 'Ashish Prasai', 'Shristi Karki']",/title/tt8275366/
431,Tshering,(2018),Family,"Yash Kumar
                 |","['Kamana Bhujel', 'Yash Kumar', 'Nima Rumba']",/title/tt8780434/
432,Kathaa '72,(2018),Drama,"Prabin
                 |","['Sarada Adhikari', 'Romash Emerald Bishwodeep', 'Bhuisal Lama', 'Akash Magar']",/title/tt7236026/
433,Sushree Sampatti,(2018),Romance,"Subrat Acharya
                 |","['Bisharad Basnet', 'Pramod Agrahari', 'Salon Basnet', 'Gaurav Dhwaj Khadka']",/title/tt7969202/
434,Jaalo,(2018),Thriller,"Araaj Keshav Giri
                 |","['Muna Gauchan', 'Menuka Pradhan', 'Nirajan Pradhan', 'Neer Bikram Shah']",/title/tt12719798/
435,Kahi Katai,(2018),Family,"Shabir Shrestha
                 |","['Dilip Rayamajhi', 'Sonam Barphunga', 'Shivani Giri', 'Kishor Khatiwada']",/title/tt8665904/
436,Gaja Baja,(2018),"Comedy, Drama","Ganesh Dev Panday
                 |","['Sushil Sitaula', 'Anupam Sharma', 'Barsha Siwakoti', 'Amber Subedi']",/title/tt7991418/
437,Happy Days,(II) (2018),"Action, Drama, Romance","Milan Chams
                 |","['Sanjay Gupta', 'Ritesh Chams', 'Priyanka Karki', 'Monica Gurung']",/title/tt10304250/
438,Kohalpur Express,(2018),Comedy,"Bishal Bhandari
                 |","['Keki Adhikari', 'Narendra Singh Dhami', 'Rabindra Jha', 'Priyanka Karki']",/title/tt8212142/
439,Mr. Virgin,(2018),Romance,"Bisharad Basnet
                 |","['Uma Baniya', 'Bijay Baral', 'Chhulthim Dolma Gurung', 'Rabindra Jha']",/title/tt7889930/
440,Ramkahani,(2018),"Comedy, Horror, Romance","Sudarshan Thapa
                 |","['Aakash Shrestha', 'Pooja Sharma', 'Kedar Ghimire', 'Wilson Bikram Rai']",/title/tt7889902/
441,Vismrit: Forgotten,(2018),Drama,"Animesh Sapkota
                 |","['Shankar Karki', 'Prakash Bhujel', 'Hasta Kali Thapa', 'Raj Kumar Rai']",/title/tt6956922/
442,Bhor,(2018),Drama,"Yadav Kumar Bhattarai
                 |","['Pramesh Jha', 'Anita Rani Mandal', 'Madan Thakur', 'Ram Narayan Thakur']",/title/tt8386480/
443,Hari,(2018),Drama,"s:
Pratik Gurung, 
Safal K.C.
                 |","['Bipin Karki', 'Kamal Mani Nepal', 'Sunita Shrestha', 'Thinley Lhamo']",/title/tt8205082/
444,Timi Sanga,(2018),Romance,"Shishir S.J.B. Rana
                 |","['Narendra Singh Dhami', 'Najir Hussain', 'Shishir S.J.B. Rana', 'Samragyee Rajya Laxmi Shah']",/title/tt8243058/
445,Lily Bily,(2018),"Drama, Romance","Milan Chams
                 |","['Pradeep Khadka', 'Priyanka Karki', 'Jassita Gurung', 'Anoop Bikram Shahi']",/title/tt8013642/
446,Rudane,(2018),"Biography, Drama","s:
Bikash Dhakal, 
Amit Kishor Subedi
                 |","['Divya Dev', 'Anubhav Luintel', 'Namrata Shrestha', 'Amber Subedi']",/title/tt7659822/
447,Aamako Man,(2018),"Drama, Family","Janak Gurung
                 |","['Yenserj Gurung', 'Bibek Gurung', 'Saraswati Gurung', 'Ram Prasad Gurung']",/title/tt9876994/
448,Chakkar,(2018),Crime,"Anuska Ananda
                 |","['Bholaraj Sapkota', 'Reecha Sharma', 'Srijana Subba', 'Arpan Thapa']",/title/tt8682244/
449,Katha Kathmandu,(2018),"Drama, Romance","Sangita Shrestha
                 |","['Prekshya Adhikari', 'Pramod Agrahari', 'Ayushman Joshi', 'Indira Joshi']",/title/tt8673620/
450,Pandit Bajeko Lauri,(2018),Drama,"Dipak Oli
                 |","['Praween Khatiwada', 'Pramod Agrahari', 'Bijay Baral', 'Sandhya Kc']",/title/tt8581484/
451,Tathastu,(2018),Action,"Shabir Shrestha
                 |","['Rekha Thapa', 'Subash Thapa']",/title/tt16123128/
452,Kalu Hima,(2018),"Adventure, Drama, Thriller","Upali Gamlath
                 |","['Niroshan Wijesinghe', 'Subuddi Lakmali', 'Kavinga Perera', 'Tiran Wickramasuriya']",/title/tt8103804/
453,Gaunki Chhori,(2018),Drama,"Deepak Acharya
                 |","['Keki Adhikari', 'Palpasa Dangol', 'Rabi Giri', 'Gaurav Pahari']",/title/tt7985588/
454,Saadhe 7,(2018),Thriller,"Samten Bhutia
                 |","['Satya Raj Acharya', 'Menuka Pradhan', 'Sunil Thapa']",/title/tt11091514/
455,Jai Shree Daam,(2018),Comedy,"Biplop Upreti
                 |","['Amrit Dhungana', 'Jebica Karki']",/title/tt8620110/
456,Bandha Mayale,(2018),Romance,"Shabir Shrestha
                 |","['Aaryan Adhikari', 'Shristi Shrestha']",/title/tt8644380/
457,Changa,(2018),Comedy,"Kishor Bhandari
                 |","['Jiban Bhattarai', 'Ramesh K.C.', 'Ankeet Khadka', 'Kamal Mani Nepal']",/title/tt9890312/
458,Panche Baja,(2018),Drama,"Ghanshyam Lamichhane
                 |","['Deshbhakta Khanal', 'Saugat Malla', 'Karma Shakya', 'Jasmin Shrestha']",/title/tt7814604/
459,Lamphoo,(2018),Drama,"Gopal Chandra Lamichhane
                 |","['Salon Basnet', 'Sanjit Bhandari', 'Kabir Khadka', 'Mariska Pokharel']",/title/tt8273182/
460,Baby I Love You,(2018),Romance,"Janak Pandey
                 |","['Santosh Khadgi', 'Saroj Khanal', 'Nirmal Sharma', 'Pooja Tiwari']",/title/tt27812209/
461,Butterfly (colors of love),(2018),Thriller,"Om Pratik Gurung
                 |","['Aaryan Adhikari', 'Priyanka Karki', 'Sushma Karki', 'Rabindra Khadka']",/title/tt8658134/
462,Tuin - the suspension bridge,(2018),Biography,"Utsav Pratap Thapaliya
                 |","['Parikshit Bickram Rana', 'Prisha Shrestha', 'Suraj Thapa', 'Chirag Thapaliya']",/title/tt14940984/
463,Rajja Rani,(2018),Romance,"Yam Thapa
                 |","['Najir Hussain', 'Keki Adhikari', 'Kameshwor Chaurasiya', 'Deepak Chhetri']",/title/tt7819598/
464,Fateko Jutta 2,(2018),"Drama, Romance","Nikes Khadka
                 | 
    Star:
Saugat Mall",['tor:\nNikes Khadka\n                 | \n    Star:\nSaugat Malla'],/title/tt7860162/
465,The Karma,(2018),Action,"Dev Kumar Shrestha
                 |","['Buddhi Tamang', 'Neeta Dhungana', 'Pramita Rl Rana', 'Karan Verma']",/title/tt8677038/
466,Kumva Karan,(2018),Drama,"Dipak Oli
                 |","['Nisha Adhikari', 'Abhay Baral', 'Gaurav Pahari', 'Bholaraj Sapkota']",/title/tt8736814/
467,Heroz,(2018),Drama,"N.B. Maharjan
                 |","['Mukesh Dhakal', 'Shekhar Lama', 'Karishma Manandhar']",/title/tt10534512/
468,NGHO (Luck),(2018),Drama,Bhuwan Syangbo Taman,['tor:\nBhuwan Syangbo Tamang'],/title/tt28258918/
469,Bulbul,(2019),Drama,"Binod Paudel
                 |","['Swastima Khadka', 'Mukunda Bhusal', 'Deepak Chhetri', 'Laxmi Bardewa']",/title/tt8622286/
470,Stray Dolls,(2019),"Crime, Thriller","Sonejuhi Sinha
                 |","['Cynthia Nixon', 'Olivia DeJonge', 'Robert Aramayo', 'Shiloh Verrico']",/title/tt6690836/
471,Looking for a Lady with Fangs and a Moustache,(2019),"Drama, Mystery","Khyentse Norbu
                 |","['Orgyen Tobgyal Rinpoche', 'Tsering Tashi Gyalthang', 'Tulku Kungzang', 'Tenzin Kunsel']",/title/tt11165704/
472,Captain,(2019),"Drama, Sport","Diwakar Bhattarai
                 |","['Anmol K.C.', 'Sunil Thapa', 'Priyanka Mv', 'Upasana Singh Thakuri']",/title/tt8387542/
473,Love Station,(2019),"Drama, Romance","Ujwal Ghimire
                 |","['Siru Bista', 'Ramesh Budathoki', 'Rabi Dangol', 'Narendra Singh Dhami']",/title/tt9812236/
474,Kabaddi Kabaddi Kabaddi,(2019),"Comedy, Drama, Romance","Ram Babu Gurung
                 |","['Kabita Ale', 'Bijay Baral', 'Narendra Singh Dhami', 'Manoj Giri']",/title/tt10942220/
475,Jatrai Jatra,(2019),Comedy,"Pradeep Bhattarai
                 |","['Bipin Karki', 'Barsha Raut', 'Rabindra Singh Baniya', 'Rabindra Jha']",/title/tt8881326/
476,Summer Love,(I) (2019),Romance,"Muskan Dhakal
                 |","['Shishir Bhandari', 'Rewati Chetri', 'Narendra Singh Dhami', 'Saroj Khanal']",/title/tt9382076/
477,A Mero Hajur 3,(2019),"Drama, Romance","Jharana Thapa
                 |","['Anmol K.C.', 'Suhana Thapa', 'Salon Basnet', 'Arpan Thapa']",/title/tt8475990/
478,Yatra: A Musical Vlog,(2019),"Drama, Romance","Samrat Shakya
                 |","['Salin Man Bania', 'Janwhi Basnet', 'Salon Basnet', 'Malika Mahat']",/title/tt9878856/
479,The Break Up,(2019),"Comedy, Drama, Romance","Hem Raj BC
                 |","['Aashirman D.S. Joshi', 'Shilpa Maskey', 'Raymon Das Shrestha', 'Saroj Khanal']",/title/tt9247166/
480,Ranveer,(2019),"Action, Comedy, Drama","Govind Singh Bhandari
                 |","['Sushil Sitaula', 'Subeksha Khadka', 'Supushpa Bhatta', 'Prasant Tamrakar']",/title/tt9430574/
481,Boyfriend,(I) (2019),Drama,"Madan Ghimire
                 |","['Krishna Khanal', 'Saroj Khanal', 'Mohan Niroula', 'Puskar Regmi']",/title/tt9892262/
482,Ghar,(2019),Horror,"Arpan Thapa
                 |","['Surakshya Panta', 'Arpan Thapa', 'Benisha Hamal', 'Asmita Dhakal']",/title/tt13369480/
483,Nimtoh,(2019),Drama,"Saurav Rai
                 |","['Chandra Dewan', 'Pravesh Gurung', 'Sunil Rai', 'Teresa Rai']",/title/tt11152286/
484,Saili,(2019),"Drama, Romance","Ram Babu Gurung
                 |","['Dayahang Rai', 'Prakash Ghimire', 'Narendra Singh Dhami', 'Menuka Pradhan']",/title/tt7868256/
485,Gopi,(2019),Drama,"Dipendra Lama
                 |","['Ramesh Adhikari', 'Saroj Aryal', 'Narendra Singh Dhami', 'Apoorva Gautam']",/title/tt9333076/
486,Ghamad Shere,(2019),Drama,"Hem Raj BC
                 |","['Nischal Basnet', 'Swastima Khadka', 'Gauri Malla']",/title/tt12317310/
487,Poi Paryo Kale,(2019),Comedy,"Shishir Rana
                 |","['Dhakal Gopal', 'Binda Khatiwada', 'Jayananda Lama', 'Saugat Malla']",/title/tt12320752/
488,Jiwan Kanda Ki Phool,(2019),Biography,"Binod Bista
                 | 
    Star:
Sarika Ghimir",['tor:\nBinod Bista\n                 | \n    Star:\nSarika Ghimire'],/title/tt9878810/
489,Xira,(2019),"Action, Crime","Ashutosh Raj Shrestha
                 |","['Namrata Shrestha', 'Pramod Agrahari', 'Samrat Magar', 'Srijana Regmi']",/title/tt10623658/
490,Password,(V) (2019),Crime,"Samrat Basnet
                 |","['Bikram Joshi', 'Pari Rana', 'Lisha Sunuwar', 'Sammy Jonas Heaney']",/title/tt8885872/
491,Cha Cha Hui,(2019),"Comedy, Drama, Romance","Samten Bhutia
                 |","['Aaryan Sigdel', 'Miruna Magar', 'Bholaraj Sapkota', 'Maotse Gurung']",/title/tt11088098/
492,Daal Bhat Tarkari,(2019),Comedy,"Sudan K.C.
                 |","['Hari Bansha Acharya', 'Basundhara Bhusal', 'Kiran K.C.', 'Puspa Khadka']",/title/tt8848374/
493,Chauka Dau,(2019),Comedy,"Prunandu Jha
                 |","['Rabindra Jha', 'Barsha Raut']",/title/tt10669626/
494,Na Yeta Na Uta,(2019),Comedy,"s:
Bisharad Basnet, 
Miraz Roshan
                 |","['Jiban Bhattarai', 'Sameer M. Dixit', 'Chhulthim Dolma Gurung', 'Miraz Roshan']",/title/tt8682178/
495,Jadugar 2,(2019),Comedy,"Mahadev Tripathi
                 |","['Resham Firiri', 'Surendra K.C.', 'Simpal Kharel', 'Dipen Shah']",/title/tt10003806/
496,Dimmi chi sono,(2019),Musical,Sergio Bass,['tor:\nSergio Basso'],/title/tt10393168/
497,Jani Najani,(2019),Drama,"Basanta Adhikari
                 |","['Nirisha Basnet', 'Matrika Ghimire', 'Roshani K.C.', 'Yogendra Karki']",/title/tt9885892/
498,Hajar Juni Samma,(2019),"Drama, Romance","Bikash Raj Acharya
                 |","['Salon Basnet', 'Priyanka Karki', 'Swastima Khadka', 'Sanchita Luitel']",/title/tt17889444/
499,Subha Love,(2019),Romance,"Santos Babu Lohani
                 |","['Harihar Adhikari', 'Pradeep Bastola', 'Rabindra Jha', 'Saroj Khanal']",/title/tt9878866/
500,Sarauto,(2019),Action,"Hari Humagain
                 |","['Sumi Moktan', 'Tank Dhamala', 'Vijay Lama', 'Amir Gautam']",/title/tt11242502/
501,Adalat,(2019),Drama,"Dinesh Lingden
                 |","['Bhupindder Bhoopii', 'Sushma Karki']",/title/tt10003792/
502,Bhaire,(2019),"Action, Drama, Romance","Everest Surya Bohara
                 |","['Dayahang Rai', 'Barsha Siwakoti', 'Bikrant Basnet']",/title/tt12929406/
503,Cops,(2019),Drama,"Samrat Sapkota
                 |","['Anupama Bhandari', 'Ramraj Chhetri', 'Amit Giri', 'Sandipa Limbu']",/title/tt9892220/
504,Baadshahjutt,(2019),Drama,"Johny Sing Rana
                 |","['Amir Gautam', 'Sushil Shrestha', 'Robin Tamang']",/title/tt13092442/
505,Purano Bullet,(2019),Drama,"Bhisan Rai
                 |","['Kabita Ale', 'Barat Limbu', 'Mala Limbu', 'Krishna Bhakta Maharjan']",/title/tt9892234/
506,Thooli,(2019),Drama,"Everest Surya Bohara
                 |","['Everest Surya Bohara', 'Jiwan Luitel', 'Bishal Pahari', 'Garima Panta']",/title/tt28212339/
507,Anaagat,(2019),Thriller,"Samten Bhutia
                 |","['Priyanka Karki', 'Arpan Thapa']",/title/tt5743300/
508,Rato Galbandi,(2019),Romance,"Anish Thapa
                 |","['Keki Adhikari', 'Koshish Chhetri', 'Buddhi Tamang']",/title/tt10660402/
509,Fingerprint,(2019),Drama,"Nabin Niraula
                 |","['Ramesh Budathoki', 'Aayushma Karki', 'Raj Kshitij', 'Sarita Lamichhane']",/title/tt9892272/
510,Kagaz Patra,(2019),"Comedy, Drama, Romance","Apil Bista
                 |","['Laxmi Bardewa', 'Jiban Bhattarai', 'Niraj Singh Bista', 'Sarita Giri']",/title/tt7810160/
511,Kirtipur - The Legend of Kirtilakshmi,(2019),History,"Pradeep Khadgi
                 |","['Sraj Garach', 'Laxmi Giri', 'Hisila Maharjan', 'Anjala Nakarmi']",/title/tt26084904/
512,Khaag,(2019),Drama,"Manoj Pandit
                 |","['Puskar Gurung', 'Praween Khatiwada', 'Deepa Pant', 'Ashant Sharma']",/title/tt9892252/
513,100 Kada 10,(2019),Comedy,"Ramsharan Pathak
                 |","['Tank Raj Acharya', 'Rashmi Bhatta', 'Rabi Dangol', 'Amrit Dhungana']",/title/tt10021464/
514,Kina Ma? 2019,(2019),History,"Tamang Sangraam
                 |","['Moktan Jayanti', 'Rai Bimal', 'Thapa Mahesh', 'Limbu Prashant']",/title/tt10475034/
515,Bir Bikram 2,(2019),"Drama, Romance","Milan Chams
                 |","['Narendra Singh Dhami', 'Najir Hussain', 'Manoj K.C.', 'Deshbhakta Khanal']",/title/tt12320574/
516,Rampyari,(2019),Action,"Shabir Shrestha
                 |","['Sabin Shrestha', 'Rekha Thapa']",/title/tt16122834/
517,Bses Slwl I: The Musical Journey,(2019),Biography,"Romi Gurung
                 |","['Sudarshan Acharya', 'Bishesh Silwal']",/title/tt6321164/
518,Rumalai Chha Chino,(2019),Action,"Dinesh Singh Thakuri
                 |","['Sushant Karki', 'Afsana Thapa']",/title/tt9545316/
519,Ray,(2019),,"Dinesh Poudel
                 |","['Diwash Dhital', 'Sujata Thapa']",/title/tt27817522/
520,Markyu,(2019),Drama,"Dinesh Gurung
                 |","['Akash Gurung', 'Kamal Gurung', 'Khusi Maya Gurung', 'Rabin Gurung']",/title/tt10548758/
521,Tulashi,(2019),Drama,"Shankar Ghimire
                 |","['Bimles Adhikari', 'Richa Ghimire', 'Aayush Rijal']",/title/tt10930058/
522,Premleela,(2019),Romance,"Janak Pandey
                 |","['Dipshikha Khadka', 'Mausam Khadka', 'Ali Khan']",/title/tt9631938/
523,Mle Kyu,(2019),"Comedy, Drama","Jassu Gurung
                 |","['Maotse Gurung', 'Riya Gurung', 'Yenserj Gurung', 'Bir Maya Gurung']",/title/tt10037834/
524,Ainaa Jhyal Ko Putali,(2020),Drama,"Sujit Bidari
                 |","['Kanchan Chimariya', 'Dinesh Khatri', 'Siru Bista', 'Bisha Chamling Rai']",/title/tt9623736/
525,Senti Virus,(2020),Drama,"Ram Babu Gurung
                 |","['Sandip Chhetri', 'Narendra Singh Dhami', 'Kunjana Ghimire', 'Sitaram Kattel']",/title/tt12321124/
526,Halkara,(2020),Drama,"Bikram Sapkota
                 |","['Mahesh Tripathi', 'Binita Thapa Magar', 'Umesh Tamang', 'Pashupati Rai']",/title/tt10533360/
527,Aama,(2020),Drama,"Dipendra K. Khanal
                 |","['Narendra Singh Dhami', 'Sarita Giri', 'Deshbhakta Khanal', 'Surakshya Panta']",/title/tt12320684/
528,Come and Go,(2020),Drama,"Kah-Wai Lim
                 |","['J.C. Chee', 'Seiji Chihara', 'Mousam Gurung', 'Jakujaku Katsura']",/title/tt15106298/
529,Love Diaries,(2020),"Comedy, Romance","Saurav Chaudhary
                 |","['Bishwojit Rimal', 'Sushil Shrestha', 'Rubeena Thapa']",/title/tt11724834/
